from,to,from_id,to_id,outflow 17-24,outflow 24-may1,above normal_0,outflow 17-24,outflow 24-may1,above normal_5,outflow 17-24,outflow 24-may1,above normal_10,outflow 17-24,outflow 24-may1,above normal_15,outflow 17-24,outflow 24-may1,above normal_20
Sindhupalchok,Ilam,65,25,25,56,31,25,56,31,25,56,31,25,56,31,25,56,31
Sindhupalchok,Jajarkot,65,26,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Sindhupalchok,Jhapa,65,27,65,183,118,65,183,118,65,183,118,65,183,118,65,183,118
Sindhupalchok,Jumla,65,28,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Sindhupalchok,Kabhrepalanchok,65,29,2372,4262,1890,2199,4053,1854,1686,3361,1675,1263,2637,1374,761,1558,797
Sindhupalchok,Kailali,65,30,17,46,29,17,46,29,17,46,29,17,46,29,17,46,29
Sindhupalchok,Kalikot,65,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sindhupalchok,Kanchanpur,65,32,16,35,19,16,35,19,16,35,19,16,35,19,16,35,19
Sindhupalchok,Kapilbastu,65,33,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17
Sindhupalchok,Kaski,65,34,125,208,83,125,208,83,125,208,83,125,208,83,125,208,83
Sindhupalchok,Kathmandu,65,35,8422,9327,905,8422,9327,905,8242,9151,909,7760,8560,800,6603,7327,724
Sindhupalchok,Khotang,65,36,20,44,24,20,44,24,20,44,24,20,44,24,20,44,24
Sindhupalchok,Lalitpur,65,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sindhupalchok,Lamjung,65,38,21,59,38,21,59,38,21,59,38,21,59,38,21,59,38
Sindhupalchok,Mahottari,65,39,38,71,33,38,71,33,38,71,33,38,71,33,38,71,33
Sindhupalchok,Makawanpur,65,40,169,358,189,169,358,189,169,358,189,169,358,189,169,358,189
Sindhupalchok,Manang,65,41,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Sindhupalchok,Morang,65,42,78,161,83,78,161,83,78,161,83,78,161,83,78,161,83
Sindhupalchok,Mugu,65,43,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Sindhupalchok,Mustang,65,44,5,5,0,5,5,0,5,5,0,5,5,0,5,5,0
Sindhupalchok,Myagdi,65,45,9,11,2,9,11,2,9,11,2,9,11,2,9,11,2
Sindhupalchok,Nawalparasi,65,46,54,130,76,54,130,76,54,130,76,54,130,76,54,130,76
Sindhupalchok,Nuwakot,65,47,133,298,165,133,298,165,133,298,165,131,298,167,121,298,177
Sindhupalchok,Okhaldhunga,65,48,2,12,10,2,12,10,2,12,10,2,12,10,2,12,10
Sindhupalchok,Palpa,65,49,6,18,12,6,18,12,6,18,12,6,18,12,6,18,12
Sindhupalchok,Panchthar,65,50,14,30,16,14,30,16,14,30,16,14,30,16,14,30,16
Sindhupalchok,Parbat,65,51,6,21,15,6,21,15,6,21,15,6,21,15,6,21,15
Sindhupalchok,Parsa,65,52,66,108,42,66,108,42,66,108,42,66,108,42,66,108,42
Sindhupalchok,Pyuthan,65,53,5,13,8,5,13,8,5,13,8,5,13,8,5,13,8
Sindhupalchok,Ramechhap,65,54,26,52,26,26,52,26,26,52,26,26,52,26,26,52,26
Sindhupalchok,Rasuwa,65,55,15,9,-6,15,9,-6,15,9,-6,15,9,-6,15,9,-6
Sindhupalchok,Rautahat,65,56,31,58,27,31,58,27,31,58,27,31,58,27,31,58,27
Sindhupalchok,Rolpa,65,57,4,11,7,4,11,7,4,11,7,4,11,7,4,11,7
Sindhupalchok,Rukum,65,58,3,13,10,3,13,10,3,13,10,3,13,10,3,13,10
Sindhupalchok,Rupandehi,65,59,68,106,38,68,106,38,68,106,38,68,106,38,68,106,38
Sindhupalchok,Salyan,65,60,3,20,17,3,20,17,3,20,17,3,20,17,3,20,17
Sindhupalchok,Sankhuwasabha,65,61,14,24,10,14,24,10,14,24,10,14,24,10,14,24,10
Sindhupalchok,Saptari,65,62,27,59,32,27,59,32,27,59,32,27,59,32,27,59,32
Sindhupalchok,Sarlahi,65,63,59,174,115,59,174,115,59,174,115,59,174,115,59,174,115
Sindhupalchok,Sindhuli,65,64,71,163,92,71,163,92,71,163,92,71,163,92,71,163,92
Sindhupalchok,Sindhupalchok,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sindhupalchok,Siraha,65,66,21,65,44,21,65,44,21,65,44,21,65,44,21,65,44
Sindhupalchok,Solukhumbu,65,67,17,41,24,17,41,24,17,41,24,17,41,24,17,41,24
Sindhupalchok,Sunsari,65,68,64,138,74,64,138,74,64,138,74,64,138,74,64,138,74
Sindhupalchok,Surkhet,65,69,18,29,11,18,29,11,18,29,11,18,29,11,18,29,11
Sindhupalchok,Syangja,65,70,20,50,30,20,50,30,20,50,30,20,50,30,20,50,30
Sindhupalchok,Tanahu,65,71,39,113,74,39,113,74,39,113,74,39,113,74,39,113,74
Sindhupalchok,Taplejung,65,72,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Sindhupalchok,Terhathum,65,73,3,10,7,3,10,7,3,10,7,3,10,7,3,10,7
Sindhupalchok,Udayapur,65,74,20,71,51,20,71,51,20,71,51,20,71,51,20,71,51
Siraha,Achham,66,0,3,13,10,3,13,10,3,13,10,3,13,10,3,13,10
Siraha,Arghakhanchi,66,1,6,14,8,6,14,8,6,14,8,6,14,8,6,14,8
Siraha,Baglung,66,2,10,25,15,10,25,15,10,25,15,10,25,15,10,25,15
Siraha,Baitadi,66,3,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Siraha,Bajhang,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siraha,Bajura,66,5,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Siraha,Banke,66,6,44,82,38,44,82,38,44,82,38,44,82,38,44,82,38
Siraha,Bara,66,7,226,365,139,226,365,139,226,365,139,226,365,139,226,365,139
Siraha,Bardiya,66,8,33,24,-9,33,24,-9,33,24,-9,33,24,-9,33,24,-9
Siraha,Bhaktapur,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siraha,Bhojpur,66,10,35,49,14,35,49,14,35,49,14,35,49,14,35,49,14
Siraha,Chitawan,66,11,245,359,114,245,359,114,245,359,114,245,359,114,245,359,114
Siraha,Dadeldhura,66,12,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Siraha,Dailekh,66,13,6,17,11,6,17,11,6,17,11,6,17,11,6,17,11
Siraha,Dang,66,14,49,75,26,49,75,26,49,75,26,49,75,26,49,75,26
Siraha,Darchula,66,15,1,6,5,1,6,5,1,6,5,1,6,5,1,6,5
Siraha,Dhading,66,16,125,87,-38,125,87,-38,125,87,-38,125,87,-38,125,87,-38
Siraha,Dhankuta,66,17,100,134,34,100,134,34,100,134,34,100,134,34,100,134,34
Siraha,Dhanusha,66,18,11167,15599,4432,10762,14835,4073,9323,12775,3452,7658,10444,2786,6295,8461,2166
Siraha,Dolakha,66,19,25,10,-15,25,10,-15,25,10,-15,25,10,-15,25,10,-15
Siraha,Dolpa,66,20,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Siraha,Doti,66,21,9,10,1,9,10,1,9,10,1,9,10,1,9,10,1
Siraha,Gorkha,66,22,45,84,39,45,84,39,45,84,39,45,84,39,45,84,39
Siraha,Gulmi,66,23,14,7,-7,14,7,-7,14,7,-7,14,7,-7,14,7,-7
Siraha,Humla,66,24,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Siraha,Ilam,66,25,77,109,32,77,109,32,77,109,32,77,109,32,77,109,32
Siraha,Jajarkot,66,26,4,3,-1,4,3,-1,4,3,-1,4,3,-1,4,3,-1
Siraha,Jhapa,66,27,513,717,204,513,717,204,513,717,204,513,717,204,513,717,204
Siraha,Jumla,66,28,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Siraha,Kabhrepalanchok,66,29,84,111,27,84,111,27,84,111,27,84,111,27,84,111,27
Siraha,Kailali,66,30,52,92,40,52,92,40,52,92,40,52,92,40,52,92,40
Siraha,Kalikot,66,31,2,7,5,2,7,5,2,7,5,2,7,5,2,7,5
Siraha,Kanchanpur,66,32,33,45,12,33,45,12,33,45,12,33,45,12,33,45,12
Siraha,Kapilbastu,66,33,42,66,24,42,66,24,42,66,24,42,66,24,42,66,24
Siraha,Kaski,66,34,112,177,65,112,177,65,112,177,65,112,177,65,112,177,65
Siraha,Kathmandu,66,35,4589,3170,-1419,4589,3170,-1419,4589,3170,-1419,4589,3170,-1419,4589,3170,-1419
Siraha,Khotang,66,36,129,171,42,129,171,42,129,171,42,129,171,42,129,171,42
Siraha,Lalitpur,66,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siraha,Lamjung,66,38,11,20,9,11,20,9,11,20,9,11,20,9,11,20,9
Siraha,Mahottari,66,39,1459,2046,587,1459,2046,587,1459,2046,587,1459,2046,587,1459,2046,587
Siraha,Makawanpur,66,40,210,271,61,210,271,61,210,271,61,210,271,61,210,271,61
Siraha,Manang,66,41,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Siraha,Morang,66,42,1945,2045,100,1945,2045,100,1945,2045,100,1945,2045,100,1945,2045,100
Siraha,Mugu,66,43,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Siraha,Mustang,66,44,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2
Siraha,Myagdi,66,45,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0
Siraha,Nawalparasi,66,46,83,133,50,83,133,50,83,133,50,83,133,50,83,133,50
Siraha,Nuwakot,66,47,17,27,10,17,27,10,17,27,10,17,27,10,17,27,10
Siraha,Okhaldhunga,66,48,42,71,29,42,71,29,42,71,29,42,71,29,42,71,29
Siraha,Palpa,66,49,12,21,9,12,21,9,12,21,9,12,21,9,12,21,9
Siraha,Panchthar,66,50,46,66,20,46,66,20,46,66,20,46,66,20,46,66,20
Siraha,Parbat,66,51,10,11,1,10,11,1,10,11,1,10,11,1,10,11,1
Siraha,Parsa,66,52,330,467,137,330,467,137,330,467,137,330,467,137,330,467,137
Siraha,Pyuthan,66,53,8,13,5,8,13,5,8,13,5,8,13,5,8,13,5
Siraha,Ramechhap,66,54,13,33,20,13,33,20,13,33,20,13,33,20,13,33,20
Siraha,Rasuwa,66,55,5,2,-3,5,2,-3,5,2,-3,5,2,-3,5,2,-3
Siraha,Rautahat,66,56,363,526,163,363,526,163,363,526,163,363,526,163,363,526,163
Siraha,Rolpa,66,57,5,3,-2,5,3,-2,5,3,-2,5,3,-2,5,3,-2
Siraha,Rukum,66,58,4,7,3,4,7,3,4,7,3,4,7,3,4,7,3
Siraha,Rupandehi,66,59,120,150,30,120,150,30,120,150,30,120,150,30,120,150,30
Siraha,Salyan,66,60,6,10,4,6,10,4,6,10,4,6,10,4,6,10,4
Siraha,Sankhuwasabha,66,61,34,72,38,34,72,38,34,72,38,34,72,38,34,72,38
Siraha,Saptari,66,62,8852,12115,3263,8823,12081,3258,6978,9510,2532,6041,8245,2204,4999,6921,1922
Siraha,Sarlahi,66,63,1008,1515,507,1008,1515,507,1008,1515,507,1008,1515,507,1008,1515,507
Siraha,Sindhuli,66,64,560,824,264,560,824,264,560,824,264,495,697,202,357,520,163
Siraha,Sindhupalchok,66,65,26,36,10,26,36,10,26,36,10,26,36,10,26,36,10
Siraha,Siraha,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Siraha,Solukhumbu,66,67,45,51,6,45,51,6,45,51,6,45,51,6,45,51,6
Siraha,Sunsari,66,68,1405,1780,375,1405,1780,375,1405,1780,375,1405,1780,375,1405,1780,375
Siraha,Surkhet,66,69,16,48,32,16,48,32,16,48,32,16,48,32,16,48,32
Siraha,Syangja,66,70,27,34,7,27,34,7,27,34,7,27,34,7,27,34,7
Siraha,Tanahu,66,71,41,60,19,41,60,19,41,60,19,41,60,19,41,60,19
Siraha,Taplejung,66,72,10,15,5,10,15,5,10,15,5,10,15,5,10,15,5
Siraha,Terhathum,66,73,24,30,6,24,30,6,24,30,6,24,30,6,24,30,6
Siraha,Udayapur,66,74,1658,1866,208,1658,1866,208,1588,1800,212,1172,1328,156,1007,1150,143
Solukhumbu,Achham,67,0,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Solukhumbu,Arghakhanchi,67,1,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Solukhumbu,Baglung,67,2,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2
Solukhumbu,Baitadi,67,3,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Solukhumbu,Bajhang,67,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Solukhumbu,Bajura,67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Banke,67,6,7,20,13,7,20,13,7,20,13,7,20,13,7,20,13
Solukhumbu,Bara,67,7,12,17,5,12,17,5,12,17,5,12,17,5,12,17,5
Solukhumbu,Bardiya,67,8,7,22,15,7,22,15,7,22,15,7,22,15,7,22,15
Solukhumbu,Bhaktapur,67,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Bhojpur,67,10,18,37,19,18,37,19,18,37,19,18,37,19,18,37,19
Solukhumbu,Chitawan,67,11,17,32,15,17,32,15,17,32,15,17,32,15,17,32,15
Solukhumbu,Dadeldhura,67,12,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Solukhumbu,Dailekh,67,13,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Solukhumbu,Dang,67,14,8,13,5,8,13,5,8,13,5,8,13,5,8,13,5
Solukhumbu,Darchula,67,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Dhading,67,16,15,16,1,15,16,1,15,16,1,15,16,1,15,16,1
Solukhumbu,Dhankuta,67,17,19,34,15,19,34,15,19,34,15,19,34,15,19,34,15
Solukhumbu,Dhanusha,67,18,17,34,17,17,34,17,17,34,17,17,34,17,17,34,17
Solukhumbu,Dolakha,67,19,19,8,-11,19,8,-11,19,8,-11,19,8,-11,19,8,-11
Solukhumbu,Dolpa,67,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Doti,67,21,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Solukhumbu,Gorkha,67,22,20,50,30,20,50,30,20,50,30,20,50,30,20,50,30
Solukhumbu,Gulmi,67,23,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Solukhumbu,Humla,67,24,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Solukhumbu,Ilam,67,25,16,33,17,16,33,17,16,33,17,16,33,17,16,33,17
Solukhumbu,Jajarkot,67,26,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Solukhumbu,Jhapa,67,27,57,127,70,57,127,70,57,127,70,57,127,70,57,127,70
Solukhumbu,Jumla,67,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Kabhrepalanchok,67,29,30,67,37,30,67,37,30,67,37,30,67,37,30,67,37
Solukhumbu,Kailali,67,30,8,13,5,8,13,5,8,13,5,8,13,5,8,13,5
Solukhumbu,Kalikot,67,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Kanchanpur,67,32,0,14,14,0,14,14,0,14,14,0,14,14,0,14,14
Solukhumbu,Kapilbastu,67,33,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Solukhumbu,Kaski,67,34,60,79,19,60,79,19,60,79,19,60,79,19,60,79,19
Solukhumbu,Kathmandu,67,35,1477,2113,636,1477,2113,636,1477,2113,636,1477,2113,636,1477,2113,636
Solukhumbu,Khotang,67,36,1394,2565,1171,1394,2565,1171,1394,2565,1171,897,1770,873,897,1770,873
Solukhumbu,Lalitpur,67,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Lamjung,67,38,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Solukhumbu,Mahottari,67,39,3,19,16,3,19,16,3,19,16,3,19,16,3,19,16
Solukhumbu,Makawanpur,67,40,14,31,17,14,31,17,14,31,17,14,31,17,14,31,17
Solukhumbu,Manang,67,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Morang,67,42,109,220,111,109,220,111,109,220,111,109,220,111,109,220,111
Solukhumbu,Mugu,67,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Mustang,67,44,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Solukhumbu,Myagdi,67,45,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Solukhumbu,Nawalparasi,67,46,10,18,8,10,18,8,10,18,8,10,18,8,10,18,8
Solukhumbu,Nuwakot,67,47,3,17,14,3,17,14,3,17,14,3,17,14,3,17,14
Solukhumbu,Okhaldhunga,67,48,213,447,234,213,447,234,213,447,234,144,293,149,62,185,123
Solukhumbu,Palpa,67,49,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Solukhumbu,Panchthar,67,50,3,17,14,3,17,14,3,17,14,3,17,14,3,17,14
Solukhumbu,Parbat,67,51,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6
Solukhumbu,Parsa,67,52,12,15,3,12,15,3,12,15,3,12,15,3,12,15,3
Solukhumbu,Pyuthan,67,53,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Solukhumbu,Ramechhap,67,54,17,37,20,17,37,20,17,37,20,17,37,20,17,37,20
Solukhumbu,Rasuwa,67,55,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Solukhumbu,Rautahat,67,56,4,14,10,4,14,10,4,14,10,4,14,10,4,14,10
Solukhumbu,Rolpa,67,57,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Solukhumbu,Rukum,67,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Rupandehi,67,59,10,27,17,10,27,17,10,27,17,10,27,17,10,27,17
Solukhumbu,Salyan,67,60,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Solukhumbu,Sankhuwasabha,67,61,17,48,31,17,48,31,17,48,31,17,48,31,17,48,31
Solukhumbu,Saptari,67,62,38,63,25,38,63,25,38,63,25,38,63,25,38,63,25
Solukhumbu,Sarlahi,67,63,17,45,28,17,45,28,17,45,28,17,45,28,17,45,28
Solukhumbu,Sindhuli,67,64,42,56,14,42,56,14,42,56,14,42,56,14,42,56,14
Solukhumbu,Sindhupalchok,67,65,15,21,6,15,21,6,15,21,6,15,21,6,15,21,6
Solukhumbu,Siraha,67,66,34,52,18,34,52,18,34,52,18,34,52,18,34,52,18
Solukhumbu,Solukhumbu,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solukhumbu,Sunsari,67,68,160,352,192,160,352,192,160,352,192,160,352,192,160,352,192
Solukhumbu,Surkhet,67,69,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Solukhumbu,Syangja,67,70,7,14,7,7,14,7,7,14,7,7,14,7,7,14,7
Solukhumbu,Tanahu,67,71,5,21,16,5,21,16,5,21,16,5,21,16,5,21,16
Solukhumbu,Taplejung,67,72,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Solukhumbu,Terhathum,67,73,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Solukhumbu,Udayapur,67,74,129,233,104,129,233,104,129,233,104,129,233,104,129,233,104
Sunsari,Achham,68,0,6,11,5,6,11,5,6,11,5,6,11,5,6,11,5
Sunsari,Arghakhanchi,68,1,16,35,19,16,35,19,16,35,19,16,35,19,16,35,19
Sunsari,Baglung,68,2,18,40,22,18,40,22,18,40,22,18,40,22,18,40,22
Sunsari,Baitadi,68,3,5,14,9,5,14,9,5,14,9,5,14,9,5,14,9
Sunsari,Bajhang,68,4,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Sunsari,Bajura,68,5,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Sunsari,Banke,68,6,108,171,63,108,171,63,108,171,63,108,171,63,108,171,63
Sunsari,Bara,68,7,414,581,167,414,581,167,414,581,167,414,581,167,414,581,167
Sunsari,Bardiya,68,8,78,109,31,78,109,31,78,109,31,78,109,31,78,109,31
Sunsari,Bhaktapur,68,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunsari,Bhojpur,68,10,1449,2133,684,1449,2133,684,1449,2133,684,1449,2133,684,1449,2133,684
Sunsari,Chitawan,68,11,585,972,387,585,972,387,585,972,387,585,972,387,585,972,387
Sunsari,Dadeldhura,68,12,9,14,5,9,14,5,9,14,5,9,14,5,9,14,5
Sunsari,Dailekh,68,13,15,23,8,15,23,8,15,23,8,15,23,8,15,23,8
Sunsari,Dang,68,14,169,261,92,169,261,92,169,261,92,169,261,92,169,261,92
Sunsari,Darchula,68,15,6,5,-1,6,5,-1,6,5,-1,6,5,-1,6,5,-1
Sunsari,Dhading,68,16,186,245,59,186,245,59,186,245,59,186,245,59,186,245,59
Sunsari,Dhankuta,68,17,4292,5855,1563,4292,5855,1563,4212,5784,1572,3903,5367,1464,3519,4832,1313
Sunsari,Dhanusha,68,18,717,1026,309,717,1026,309,717,1026,309,717,1026,309,717,1026,309
Sunsari,Dolakha,68,19,42,17,-25,42,17,-25,42,17,-25,42,17,-25,42,17,-25
Sunsari,Dolpa,68,20,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Sunsari,Doti,68,21,5,11,6,5,11,6,5,11,6,5,11,6,5,11,6
Sunsari,Gorkha,68,22,125,263,138,125,263,138,125,263,138,125,263,138,125,263,138
Sunsari,Gulmi,68,23,20,44,24,20,44,24,20,44,24,20,44,24,20,44,24
Sunsari,Humla,68,24,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Sunsari,Ilam,68,25,884,1170,286,884,1170,286,884,1170,286,884,1170,286,884,1170,286
Sunsari,Jajarkot,68,26,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Sunsari,Jhapa,68,27,6368,8975,2607,6368,8975,2607,6368,8975,2607,6368,8975,2607,6368,8975,2607
Sunsari,Jumla,68,28,2,1,-1,2,1,-1,2,1,-1,2,1,-1,2,1,-1
Sunsari,Kabhrepalanchok,68,29,207,392,185,207,392,185,207,392,185,207,392,185,207,392,185
Sunsari,Kailali,68,30,141,236,95,141,236,95,141,236,95,141,236,95,141,236,95
Sunsari,Kalikot,68,31,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Sunsari,Kanchanpur,68,32,67,93,26,67,93,26,67,93,26,67,93,26,67,93,26
Sunsari,Kapilbastu,68,33,76,111,35,76,111,35,76,111,35,76,111,35,76,111,35
Sunsari,Kaski,68,34,499,668,169,499,668,169,499,668,169,499,668,169,499,668,169
Sunsari,Kathmandu,68,35,9713,10795,1082,9713,10795,1082,9713,10795,1082,9713,10795,1082,9713,10795,1082
Sunsari,Khotang,68,36,665,1123,458,665,1123,458,665,1123,458,665,1123,458,665,1123,458
Sunsari,Lalitpur,68,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunsari,Lamjung,68,38,33,98,65,33,98,65,33,98,65,33,98,65,33,98,65
Sunsari,Mahottari,68,39,286,463,177,286,463,177,286,463,177,286,463,177,286,463,177
Sunsari,Makawanpur,68,40,358,617,259,358,617,259,358,617,259,358,617,259,358,617,259
Sunsari,Manang,68,41,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Sunsari,Morang,68,42,27478,36145,8667,26596,35098,8502,22010,29368,7358,17825,23910,6085,14204,19088,4884
Sunsari,Mugu,68,43,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Sunsari,Mustang,68,44,1,9,8,1,9,8,1,9,8,1,9,8,1,9,8
Sunsari,Myagdi,68,45,9,18,9,9,18,9,9,18,9,9,18,9,9,18,9
Sunsari,Nawalparasi,68,46,170,280,110,170,280,110,170,280,110,170,280,110,170,280,110
Sunsari,Nuwakot,68,47,67,83,16,67,83,16,67,83,16,67,83,16,67,83,16
Sunsari,Okhaldhunga,68,48,118,223,105,118,223,105,118,223,105,118,223,105,118,223,105
Sunsari,Palpa,68,49,33,58,25,33,58,25,33,58,25,33,58,25,33,58,25
Sunsari,Panchthar,68,50,831,928,97,831,928,97,831,928,97,831,928,97,831,928,97
Sunsari,Parbat,68,51,15,47,32,15,47,32,15,47,32,15,47,32,15,47,32
Sunsari,Parsa,68,52,338,465,127,338,465,127,338,465,127,338,465,127,338,465,127
Sunsari,Pyuthan,68,53,16,22,6,16,22,6,16,22,6,16,22,6,16,22,6
Sunsari,Ramechhap,68,54,19,49,30,19,49,30,19,49,30,19,49,30,19,49,30
Sunsari,Rasuwa,68,55,9,5,-4,9,5,-4,9,5,-4,9,5,-4,9,5,-4
Sunsari,Rautahat,68,56,212,357,145,212,357,145,212,357,145,212,357,145,212,357,145
Sunsari,Rolpa,68,57,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5
Sunsari,Rukum,68,58,7,13,6,7,13,6,7,13,6,7,13,6,7,13,6
Sunsari,Rupandehi,68,59,275,433,158,275,433,158,275,433,158,275,433,158,275,433,158
Sunsari,Salyan,68,60,16,22,6,16,22,6,16,22,6,16,22,6,16,22,6
Sunsari,Sankhuwasabha,68,61,1656,2420,764,1656,2420,764,1656,2420,764,1656,2420,764,1656,2420,764
Sunsari,Saptari,68,62,5031,7437,2406,5031,7437,2406,4892,7278,2386,4700,7016,2316,4244,6327,2083
Sunsari,Sarlahi,68,63,431,740,309,431,740,309,431,740,309,431,740,309,431,740,309
Sunsari,Sindhuli,68,64,193,312,119,193,312,119,193,312,119,193,312,119,193,312,119
Sunsari,Sindhupalchok,68,65,61,85,24,61,85,24,61,85,24,61,85,24,61,85,24
Sunsari,Siraha,68,66,1180,1804,624,1180,1804,624,1180,1804,624,1180,1804,624,1180,1804,624
Sunsari,Solukhumbu,68,67,188,302,114,188,302,114,188,302,114,188,302,114,188,302,114
Sunsari,Sunsari,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunsari,Surkhet,68,69,74,104,30,74,104,30,74,104,30,74,104,30,74,104,30
Sunsari,Syangja,68,70,56,103,47,56,103,47,56,103,47,56,103,47,56,103,47
Sunsari,Tanahu,68,71,132,196,64,132,196,64,132,196,64,132,196,64,132,196,64
Sunsari,Taplejung,68,72,286,329,43,286,329,43,286,329,43,286,329,43,286,329,43
Sunsari,Terhathum,68,73,943,1317,374,943,1317,374,943,1317,374,943,1317,374,943,1317,374
Sunsari,Udayapur,68,74,3588,4674,1086,3588,4674,1086,3314,4385,1071,3021,3964,943,2610,3537,927
Surkhet,Achham,69,0,145,191,46,145,191,46,145,191,46,145,191,46,124,168,44
Surkhet,Arghakhanchi,69,1,32,81,49,32,81,49,32,81,49,32,81,49,32,81,49
Surkhet,Baglung,69,2,26,49,23,26,49,23,26,49,23,26,49,23,26,49,23
Surkhet,Baitadi,69,3,19,29,10,19,29,10,19,29,10,19,29,10,19,29,10
Surkhet,Bajhang,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surkhet,Bajura,69,5,2,6,4,2,6,4,2,6,4,2,6,4,2,6,4
Surkhet,Banke,69,6,2719,4094,1375,2719,4094,1375,2719,4094,1375,2719,4094,1375,2665,4006,1341
Surkhet,Bara,69,7,46,112,66,46,112,66,46,112,66,46,112,66,46,112,66
Surkhet,Bardiya,69,8,1215,2190,975,1215,2190,975,1215,2190,975,1197,2151,954,1194,2143,949
Surkhet,Bhaktapur,69,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surkhet,Bhojpur,69,10,7,9,2,7,9,2,7,9,2,7,9,2,7,9,2
Surkhet,Chitawan,69,11,123,210,87,123,210,87,123,210,87,123,210,87,123,210,87
