from,to,from_id,to_id,outflow 17-24,outflow 24-may1,above normal_0,outflow 17-24,outflow 24-may1,above normal_5,outflow 17-24,outflow 24-may1,above normal_10,outflow 17-24,outflow 24-may1,above normal_15,outflow 17-24,outflow 24-may1,above normal_20
Dadeldhura,Khotang,12,36,3,4,1,3,4,1,3,4,1,3,4,1,3,4,1
Dadeldhura,Lalitpur,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadeldhura,Lamjung,12,38,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4
Dadeldhura,Mahottari,12,39,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0
Dadeldhura,Makawanpur,12,40,3,13,10,3,13,10,3,13,10,3,13,10,3,13,10
Dadeldhura,Manang,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadeldhura,Morang,12,42,7,12,5,7,12,5,7,12,5,7,12,5,7,12,5
Dadeldhura,Mugu,12,43,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Dadeldhura,Mustang,12,44,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dadeldhura,Myagdi,12,45,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dadeldhura,Nawalparasi,12,46,9,18,9,9,18,9,9,18,9,9,18,9,9,18,9
Dadeldhura,Nuwakot,12,47,3,1,-2,3,1,-2,3,1,-2,3,1,-2,3,1,-2
Dadeldhura,Okhaldhunga,12,48,3,2,-1,3,2,-1,3,2,-1,3,2,-1,3,2,-1
Dadeldhura,Palpa,12,49,2,7,5,2,7,5,2,7,5,2,7,5,2,7,5
Dadeldhura,Panchthar,12,50,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Dadeldhura,Parbat,12,51,2,7,5,2,7,5,2,7,5,2,7,5,2,7,5
Dadeldhura,Parsa,12,52,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2
Dadeldhura,Pyuthan,12,53,4,7,3,4,7,3,4,7,3,4,7,3,4,7,3
Dadeldhura,Ramechhap,12,54,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dadeldhura,Rasuwa,12,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadeldhura,Rautahat,12,56,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Dadeldhura,Rolpa,12,57,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2
Dadeldhura,Rukum,12,58,6,4,-2,6,4,-2,6,4,-2,6,4,-2,6,4,-2
Dadeldhura,Rupandehi,12,59,22,24,2,22,24,2,22,24,2,22,24,2,22,24,2
Dadeldhura,Salyan,12,60,7,6,-1,7,6,-1,7,6,-1,7,6,-1,7,6,-1
Dadeldhura,Sankhuwasabha,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dadeldhura,Saptari,12,62,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4
Dadeldhura,Sarlahi,12,63,2,9,7,2,9,7,2,9,7,2,9,7,2,9,7
Dadeldhura,Sindhuli,12,64,5,7,2,5,7,2,5,7,2,5,7,2,5,7,2
Dadeldhura,Sindhupalchok,12,65,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3
Dadeldhura,Siraha,12,66,0,9,9,0,9,9,0,9,9,0,9,9,0,9,9
Dadeldhura,Solukhumbu,12,67,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Dadeldhura,Sunsari,12,68,6,10,4,6,10,4,6,10,4,6,10,4,6,10,4
Dadeldhura,Surkhet,12,69,12,27,15,12,27,15,12,27,15,12,27,15,12,27,15
Dadeldhura,Syangja,12,70,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Dadeldhura,Tanahu,12,71,9,15,6,9,15,6,9,15,6,9,15,6,9,15,6
Dadeldhura,Taplejung,12,72,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dadeldhura,Terhathum,12,73,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Dadeldhura,Udayapur,12,74,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Dailekh,Achham,13,0,150,259,109,150,259,109,150,259,109,150,259,109,93,182,89
Dailekh,Arghakhanchi,13,1,10,23,13,10,23,13,10,23,13,10,23,13,10,23,13
Dailekh,Baglung,13,2,10,9,-1,10,9,-1,10,9,-1,10,9,-1,10,9,-1
Dailekh,Baitadi,13,3,6,6,0,6,6,0,6,6,0,6,6,0,6,6,0
Dailekh,Bajhang,13,4,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dailekh,Bajura,13,5,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Dailekh,Banke,13,6,721,1180,459,721,1180,459,721,1180,459,721,1180,459,721,1180,459
Dailekh,Bara,13,7,13,36,23,13,36,23,13,36,23,13,36,23,13,36,23
Dailekh,Bardiya,13,8,417,778,361,417,778,361,417,778,361,417,778,361,417,778,361
Dailekh,Bhaktapur,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dailekh,Bhojpur,13,10,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Dailekh,Chitawan,13,11,36,66,30,36,66,30,36,66,30,36,66,30,36,66,30
Dailekh,Dadeldhura,13,12,8,9,1,8,9,1,8,9,1,8,9,1,8,9,1
Dailekh,Dailekh,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dailekh,Dang,13,14,87,138,51,87,138,51,87,138,51,87,138,51,87,138,51
Dailekh,Darchula,13,15,2,0,-2,2,0,-2,2,0,-2,2,0,-2,2,0,-2
Dailekh,Dhading,13,16,19,17,-2,19,17,-2,19,17,-2,19,17,-2,19,17,-2
Dailekh,Dhankuta,13,17,7,17,10,7,17,10,7,17,10,7,17,10,7,17,10
Dailekh,Dhanusha,13,18,13,25,12,13,25,12,13,25,12,13,25,12,13,25,12
Dailekh,Dolakha,13,19,6,0,-6,6,0,-6,6,0,-6,6,0,-6,6,0,-6
Dailekh,Dolpa,13,20,5,2,-3,5,2,-3,5,2,-3,5,2,-3,5,2,-3
Dailekh,Doti,13,21,11,17,6,11,17,6,11,17,6,11,17,6,11,17,6
Dailekh,Gorkha,13,22,22,38,16,22,38,16,22,38,16,22,38,16,22,38,16
Dailekh,Gulmi,13,23,8,19,11,8,19,11,8,19,11,8,19,11,8,19,11
Dailekh,Humla,13,24,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0
Dailekh,Ilam,13,25,6,15,9,6,15,9,6,15,9,6,15,9,6,15,9
Dailekh,Jajarkot,13,26,22,34,12,22,34,12,22,34,12,22,34,12,22,34,12
Dailekh,Jhapa,13,27,15,32,17,15,32,17,15,32,17,15,32,17,15,32,17
Dailekh,Jumla,13,28,17,16,-1,17,16,-1,17,16,-1,17,16,-1,17,16,-1
Dailekh,Kabhrepalanchok,13,29,23,37,14,23,37,14,23,37,14,23,37,14,23,37,14
Dailekh,Kailali,13,30,174,366,192,174,366,192,174,366,192,174,366,192,174,366,192
Dailekh,Kalikot,13,31,32,57,25,32,57,25,32,57,25,32,57,25,32,57,25
Dailekh,Kanchanpur,13,32,74,156,82,74,156,82,74,156,82,74,156,82,74,156,82
Dailekh,Kapilbastu,13,33,15,45,30,15,45,30,15,45,30,15,45,30,15,45,30
Dailekh,Kaski,13,34,37,61,24,37,61,24,37,61,24,37,61,24,37,61,24
Dailekh,Kathmandu,13,35,499,506,7,499,506,7,499,506,7,499,506,7,499,506,7
Dailekh,Khotang,13,36,9,3,-6,9,3,-6,9,3,-6,9,3,-6,9,3,-6
Dailekh,Lalitpur,13,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dailekh,Lamjung,13,38,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Dailekh,Mahottari,13,39,7,9,2,7,9,2,7,9,2,7,9,2,7,9,2
Dailekh,Makawanpur,13,40,12,20,8,12,20,8,12,20,8,12,20,8,12,20,8
Dailekh,Manang,13,41,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Dailekh,Morang,13,42,12,36,24,12,36,24,12,36,24,12,36,24,12,36,24
Dailekh,Mugu,13,43,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4
Dailekh,Mustang,13,44,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Dailekh,Myagdi,13,45,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2
Dailekh,Nawalparasi,13,46,26,57,31,26,57,31,26,57,31,26,57,31,26,57,31
Dailekh,Nuwakot,13,47,14,6,-8,14,6,-8,14,6,-8,14,6,-8,14,6,-8
Dailekh,Okhaldhunga,13,48,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Dailekh,Palpa,13,49,11,25,14,11,25,14,11,25,14,11,25,14,11,25,14
Dailekh,Panchthar,13,50,4,8,4,4,8,4,4,8,4,4,8,4,4,8,4
Dailekh,Parbat,13,51,3,9,6,3,9,6,3,9,6,3,9,6,3,9,6
Dailekh,Parsa,13,52,11,19,8,11,19,8,11,19,8,11,19,8,11,19,8
Dailekh,Pyuthan,13,53,12,33,21,12,33,21,12,33,21,12,33,21,12,33,21
Dailekh,Ramechhap,13,54,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Dailekh,Rasuwa,13,55,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Dailekh,Rautahat,13,56,14,9,-5,14,9,-5,14,9,-5,14,9,-5,14,9,-5
Dailekh,Rolpa,13,57,7,18,11,7,18,11,7,18,11,7,18,11,7,18,11
Dailekh,Rukum,13,58,16,26,10,16,26,10,16,26,10,16,26,10,16,26,10
Dailekh,Rupandehi,13,59,57,130,73,57,130,73,57,130,73,57,130,73,57,130,73
Dailekh,Salyan,13,60,29,56,27,29,56,27,29,56,27,29,56,27,29,56,27
Dailekh,Sankhuwasabha,13,61,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Dailekh,Saptari,13,62,16,16,0,16,16,0,16,16,0,16,16,0,16,16,0
Dailekh,Sarlahi,13,63,12,23,11,12,23,11,12,23,11,12,23,11,12,23,11
Dailekh,Sindhuli,13,64,12,19,7,12,19,7,12,19,7,12,19,7,12,19,7
Dailekh,Sindhupalchok,13,65,2,7,5,2,7,5,2,7,5,2,7,5,2,7,5
Dailekh,Siraha,13,66,9,12,3,9,12,3,9,12,3,9,12,3,9,12,3
Dailekh,Solukhumbu,13,67,2,2,0,2,2,0,2,2,0,2,2,0,2,2,0
Dailekh,Sunsari,13,68,11,33,22,11,33,22,11,33,22,11,33,22,11,33,22
Dailekh,Surkhet,13,69,2102,3465,1363,2102,3465,1363,1717,2932,1215,1679,2846,1167,1348,2330,982
Dailekh,Syangja,13,70,9,12,3,9,12,3,9,12,3,9,12,3,9,12,3
Dailekh,Tanahu,13,71,18,34,16,18,34,16,18,34,16,18,34,16,18,34,16
Dailekh,Taplejung,13,72,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dailekh,Terhathum,13,73,3,6,3,3,6,3,3,6,3,3,6,3,3,6,3
Dailekh,Udayapur,13,74,9,14,5,9,14,5,9,14,5,9,14,5,9,14,5
Dang,Achham,14,0,17,37,20,17,37,20,17,37,20,17,37,20,17,37,20
Dang,Arghakhanchi,14,1,1843,2733,890,1843,2733,890,1843,2733,890,967,1348,381,899,1269,370
Dang,Baglung,14,2,77,134,57,77,134,57,77,134,57,77,134,57,77,134,57
Dang,Baitadi,14,3,14,20,6,14,20,6,14,20,6,14,20,6,14,20,6
Dang,Bajhang,14,4,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Dang,Bajura,14,5,0,8,8,0,8,8,0,8,8,0,8,8,0,8,8
Dang,Banke,14,6,2356,3458,1102,2356,3458,1102,2356,3458,1102,2351,3445,1094,2335,3422,1087
Dang,Bara,14,7,134,203,69,134,203,69,134,203,69,134,203,69,134,203,69
Dang,Bardiya,14,8,844,1251,407,844,1251,407,844,1251,407,844,1251,407,844,1251,407
Dang,Bhaktapur,14,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dang,Bhojpur,14,10,9,16,7,9,16,7,9,16,7,9,16,7,9,16,7
Dang,Chitawan,14,11,346,619,273,346,619,273,346,619,273,346,619,273,346,619,273
Dang,Dadeldhura,14,12,52,49,-3,52,49,-3,52,49,-3,52,49,-3,52,49,-3
Dang,Dailekh,14,13,76,134,58,76,134,58,76,134,58,76,134,58,76,134,58
Dang,Dang,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dang,Darchula,14,15,9,11,2,9,11,2,9,11,2,9,11,2,9,11,2
Dang,Dhading,14,16,136,178,42,136,178,42,136,178,42,136,178,42,136,178,42
Dang,Dhankuta,14,17,27,35,8,27,35,8,27,35,8,27,35,8,27,35,8
Dang,Dhanusha,14,18,70,115,45,70,115,45,70,115,45,70,115,45,70,115,45
Dang,Dolakha,14,19,25,5,-20,25,5,-20,25,5,-20,25,5,-20,25,5,-20
Dang,Dolpa,14,20,10,17,7,10,17,7,10,17,7,10,17,7,10,17,7
Dang,Doti,14,21,35,46,11,35,46,11,35,46,11,35,46,11,35,46,11
Dang,Gorkha,14,22,118,182,64,118,182,64,118,182,64,118,182,64,118,182,64
Dang,Gulmi,14,23,91,161,70,91,161,70,91,161,70,91,161,70,91,161,70
Dang,Humla,14,24,6,14,8,6,14,8,6,14,8,6,14,8,6,14,8
Dang,Ilam,14,25,39,43,4,39,43,4,39,43,4,39,43,4,39,43,4
Dang,Jajarkot,14,26,53,78,25,53,78,25,53,78,25,53,78,25,53,78,25
Dang,Jhapa,14,27,119,201,82,119,201,82,119,201,82,119,201,82,119,201,82
Dang,Jumla,14,28,6,7,1,6,7,1,6,7,1,6,7,1,6,7,1
Dang,Kabhrepalanchok,14,29,106,125,19,106,125,19,106,125,19,106,125,19,106,125,19
Dang,Kailali,14,30,537,825,288,537,825,288,537,825,288,537,825,288,537,825,288
Dang,Kalikot,14,31,7,6,-1,7,6,-1,7,6,-1,7,6,-1,7,6,-1
Dang,Kanchanpur,14,32,225,375,150,225,375,150,225,375,150,225,375,150,225,375,150
Dang,Kapilbastu,14,33,1328,1892,564,1328,1892,564,1328,1892,564,1325,1888,563,1325,1888,563
Dang,Kaski,14,34,429,610,181,429,610,181,429,610,181,429,610,181,429,610,181
Dang,Kathmandu,14,35,4254,3747,-507,4254,3747,-507,4254,3747,-507,4254,3747,-507,4254,3747,-507
Dang,Khotang,14,36,12,19,7,12,19,7,12,19,7,12,19,7,12,19,7
Dang,Lalitpur,14,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dang,Lamjung,14,38,56,80,24,56,80,24,56,80,24,56,80,24,56,80,24
Dang,Mahottari,14,39,42,74,32,42,74,32,42,74,32,42,74,32,42,74,32
Dang,Makawanpur,14,40,148,189,41,148,189,41,148,189,41,148,189,41,148,189,41
Dang,Manang,14,41,2,5,3,2,5,3,2,5,3,2,5,3,2,5,3
Dang,Morang,14,42,147,258,111,147,258,111,147,258,111,147,258,111,147,258,111
Dang,Mugu,14,43,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Dang,Mustang,14,44,11,16,5,11,16,5,11,16,5,11,16,5,11,16,5
Dang,Myagdi,14,45,29,41,12,29,41,12,29,41,12,29,41,12,29,41,12
Dang,Nawalparasi,14,46,426,760,334,426,760,334,426,760,334,426,760,334,426,760,334
Dang,Nuwakot,14,47,68,81,13,68,81,13,68,81,13,68,81,13,68,81,13
Dang,Okhaldhunga,14,48,4,10,6,4,10,6,4,10,6,4,10,6,4,10,6
Dang,Palpa,14,49,164,224,60,164,224,60,164,224,60,164,224,60,164,224,60
Dang,Panchthar,14,50,32,43,11,32,43,11,32,43,11,32,43,11,32,43,11
Dang,Parbat,14,51,44,51,7,44,51,7,44,51,7,44,51,7,44,51,7
Dang,Parsa,14,52,105,185,80,105,185,80,105,185,80,105,185,80,105,185,80
Dang,Pyuthan,14,53,2499,3672,1173,2499,3672,1173,2205,3291,1086,1910,2728,818,1582,2248,666
Dang,Ramechhap,14,54,7,13,6,7,13,6,7,13,6,7,13,6,7,13,6
Dang,Rasuwa,14,55,9,1,-8,9,1,-8,9,1,-8,9,1,-8,9,1,-8
Dang,Rautahat,14,56,60,113,53,60,113,53,60,113,53,60,113,53,60,113,53
Dang,Rolpa,14,57,1827,2530,703,1827,2530,703,1827,2530,703,1571,2228,657,1455,2010,555
Dang,Rukum,14,58,436,904,468,436,904,468,436,904,468,436,904,468,436,904,468
Dang,Rupandehi,14,59,1753,2388,635,1753,2388,635,1753,2388,635,1753,2388,635,1753,2388,635
Dang,Salyan,14,60,3485,4930,1445,3485,4930,1445,3128,4422,1294,2955,4139,1184,2734,3753,1019
Dang,Sankhuwasabha,14,61,15,19,4,15,19,4,15,19,4,15,19,4,15,19,4
Dang,Saptari,14,62,69,133,64,69,133,64,69,133,64,69,133,64,69,133,64
Dang,Sarlahi,14,63,57,89,32,57,89,32,57,89,32,57,89,32,57,89,32
Dang,Sindhuli,14,64,58,76,18,58,76,18,58,76,18,58,76,18,58,76,18
Dang,Sindhupalchok,14,65,28,35,7,28,35,7,28,35,7,28,35,7,28,35,7
Dang,Siraha,14,66,43,74,31,43,74,31,43,74,31,43,74,31,43,74,31
Dang,Solukhumbu,14,67,11,14,3,11,14,3,11,14,3,11,14,3,11,14,3
Dang,Sunsari,14,68,164,239,75,164,239,75,164,239,75,164,239,75,164,239,75
Dang,Surkhet,14,69,356,597,241,356,597,241,356,597,241,356,597,241,356,597,241
Dang,Syangja,14,70,145,246,101,145,246,101,145,246,101,145,246,101,145,246,101
Dang,Tanahu,14,71,133,161,28,133,161,28,133,161,28,133,161,28,133,161,28
Dang,Taplejung,14,72,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Dang,Terhathum,14,73,3,11,8,3,11,8,3,11,8,3,11,8,3,11,8
Dang,Udayapur,14,74,37,70,33,37,70,33,37,70,33,37,70,33,37,70,33
Darchula,Achham,15,0,1,5,4,1,5,4,1,5,4,1,5,4,1,5,4
Darchula,Arghakhanchi,15,1,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Darchula,Baglung,15,2,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Darchula,Baitadi,15,3,192,457,265,192,457,265,148,322,174,125,220,95,97,155,58
Darchula,Bajhang,15,4,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Darchula,Bajura,15,5,3,1,-2,3,1,-2,3,1,-2,3,1,-2,3,1,-2
Darchula,Banke,15,6,14,14,0,14,14,0,14,14,0,14,14,0,14,14,0
Darchula,Bara,15,7,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Darchula,Bardiya,15,8,31,50,19,31,50,19,31,50,19,31,50,19,31,50,19
Darchula,Bhaktapur,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Bhojpur,15,10,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Darchula,Chitawan,15,11,14,26,12,14,26,12,14,26,12,14,26,12,14,26,12
Darchula,Dadeldhura,15,12,33,90,57,33,90,57,33,90,57,33,90,57,33,90,57
Darchula,Dailekh,15,13,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Darchula,Dang,15,14,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7
Darchula,Darchula,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Dhading,15,16,1,7,6,1,7,6,1,7,6,1,7,6,1,7,6
Darchula,Dhankuta,15,17,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Darchula,Dhanusha,15,18,2,4,2,2,4,2,2,4,2,2,4,2,2,4,2
Darchula,Dolakha,15,19,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1
Darchula,Dolpa,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Doti,15,21,13,42,29,13,42,29,13,42,29,13,42,29,13,42,29
Darchula,Gorkha,15,22,3,11,8,3,11,8,3,11,8,3,11,8,3,11,8
Darchula,Gulmi,15,23,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Darchula,Humla,15,24,2,3,1,2,3,1,2,3,1,2,3,1,2,3,1
Darchula,Ilam,15,25,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Darchula,Jajarkot,15,26,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Darchula,Jhapa,15,27,5,8,3,5,8,3,5,8,3,5,8,3,5,8,3
Darchula,Jumla,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Kabhrepalanchok,15,29,4,6,2,4,6,2,4,6,2,4,6,2,4,6,2
Darchula,Kailali,15,30,134,302,168,134,302,168,134,302,168,134,302,168,134,302,168
Darchula,Kalikot,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Kanchanpur,15,32,243,464,221,243,464,221,243,464,221,243,464,221,243,464,221
Darchula,Kapilbastu,15,33,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7
Darchula,Kaski,15,34,7,7,0,7,7,0,7,7,0,7,7,0,7,7,0
Darchula,Kathmandu,15,35,72,115,43,72,115,43,72,115,43,72,115,43,72,115,43
Darchula,Khotang,15,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Lalitpur,15,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Lamjung,15,38,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Darchula,Mahottari,15,39,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Darchula,Makawanpur,15,40,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2
Darchula,Manang,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Morang,15,42,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5
Darchula,Mugu,15,43,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Darchula,Mustang,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Myagdi,15,45,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Darchula,Nawalparasi,15,46,11,15,4,11,15,4,11,15,4,11,15,4,11,15,4
Darchula,Nuwakot,15,47,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Darchula,Okhaldhunga,15,48,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
Darchula,Palpa,15,49,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4
Darchula,Panchthar,15,50,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Darchula,Parbat,15,51,0,3,3,0,3,3,0,3,3,0,3,3,0,3,3
Darchula,Parsa,15,52,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Darchula,Pyuthan,15,53,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Darchula,Ramechhap,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Rasuwa,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Rautahat,15,56,10,10,0,10,10,0,10,10,0,10,10,0,10,10,0
Darchula,Rolpa,15,57,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Darchula,Rukum,15,58,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Darchula,Rupandehi,15,59,15,19,4,15,19,4,15,19,4,15,19,4,15,19,4
Darchula,Salyan,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Sankhuwasabha,15,61,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Darchula,Saptari,15,62,1,6,5,1,6,5,1,6,5,1,6,5,1,6,5
Darchula,Sarlahi,15,63,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Darchula,Sindhuli,15,64,5,10,5,5,10,5,5,10,5,5,10,5,5,10,5
Darchula,Sindhupalchok,15,65,1,3,2,1,3,2,1,3,2,1,3,2,1,3,2
Darchula,Siraha,15,66,1,4,3,1,4,3,1,4,3,1,4,3,1,4,3
Darchula,Solukhumbu,15,67,0,2,2,0,2,2,0,2,2,0,2,2,0,2,2
Darchula,Sunsari,15,68,2,13,11,2,13,11,2,13,11,2,13,11,2,13,11
Darchula,Surkhet,15,69,6,13,7,6,13,7,6,13,7,6,13,7,6,13,7
Darchula,Syangja,15,70,6,8,2,6,8,2,6,8,2,6,8,2,6,8,2
Darchula,Tanahu,15,71,8,17,9,8,17,9,8,17,9,8,17,9,8,17,9
Darchula,Taplejung,15,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Terhathum,15,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Darchula,Udayapur,15,74,0,4,4,0,4,4,0,4,4,0,4,4,0,4,4
Dhading,Achham,16,0,6,5,-1,6,5,-1,6,5,-1,6,5,-1,6,5,-1
Dhading,Arghakhanchi,16,1,26,47,21,26,47,21,26,47,21,26,47,21,26,47,21
Dhading,Baglung,16,2,46,73,27,46,73,27,46,73,27,46,73,27,46,73,27
Dhading,Baitadi,16,3,9,13,4,9,13,4,9,13,4,9,13,4,9,13,4
Dhading,Bajhang,16,4,3,2,-1,3,2,-1,3,2,-1,3,2,-1,3,2,-1
Dhading,Bajura,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhading,Banke,16,6,106,147,41,106,147,41,106,147,41,106,147,41,106,147,41
Dhading,Bara,16,7,385,733,348,385,733,348,385,733,348,385,733,348,385,733,348
Dhading,Bardiya,16,8,81,137,56,81,137,56,81,137,56,81,137,56,81,137,56
Dhading,Bhaktapur,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhading,Bhojpur,16,10,17,25,8,17,25,8,17,25,8,17,25,8,17,25,8
Dhading,Chitawan,16,11,1629,2627,998,1629,2627,998,1628,2624,996,1577,2562,985,1444,2379,935
Dhading,Dadeldhura,16,12,4,5,1,4,5,1,4,5,1,4,5,1,4,5,1
Dhading,Dailekh,16,13,12,21,9,12,21,9,12,21,9,12,21,9,12,21,9
Dhading,Dang,16,14,154,285,131,154,285,131,154,285,131,154,285,131,154,285,131
Dhading,Darchula,16,15,4,2,-2,4,2,-2,4,2,-2,4,2,-2,4,2,-2
Dhading,Dhading,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dhading,Dhankuta,16,17,42,67,25,42,67,25,42,67,25,42,67,25,42,67,25
Dhading,Dhanusha,16,18,154,282,128,154,282,128,154,282,128,154,282,128,154,282,128
Dhading,Dolakha,16,19,56,35,-21,56,35,-21,56,35,-21,56,35,-21,56,35,-21
Dhading,Dolpa,16,20,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1,0,-1
Dhading,Doti,16,21,5,12,7,5,12,7,5,12,7,5,12,7,5,12,7
Dhading,Gorkha,16,22,3222,7160,3938,3187,7088,3901,2073,4688,2615,1696,3928,2232,1118,2567,1449
Dhading,Gulmi,16,23,23,65,42,23,65,42,23,65,42,23,65,42,23,65,42
Dhading,Humla,16,24,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
Dhading,Ilam,16,25,53,74,21,53,74,21,53,74,21,53,74,21,53,74,21
Dhading,Jajarkot,16,26,3,3,0,3,3,0,3,3,0,3,3,0,3,3,0
Dhading,Jhapa,16,27,230,467,237,230,467,237,230,467,237,230,467,237,230,467,237
Dhading,Jumla,16,28,3,5,2,3,5,2,3,5,2,3,5,2,3,5,2
Dhading,Kabhrepalanchok,16,29,210,415,205,210,415,205,210,415,205,210,415,205,210,415,205
Dhading,Kailali,16,30,80,140,60,80,140,60,80,140,60,80,140,60,80,140,60
Dhading,Kalikot,16,31,4,4,0,4,4,0,4,4,0,4,4,0,4,4,0
Dhading,Kanchanpur,16,32,57,98,41,57,98,41,57,98,41,57,98,41,57,98,41
Dhading,Kapilbastu,16,33,60,97,37,60,97,37,60,97,37,60,97,37,60,97,37
